Project ID,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Project Name,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,CORSIA Eligible,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Documents,Data,Project Website
CAR956,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",Double A Dairy,"Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Lincoln County, ID",IDAHO,US,,,,131435,04/17/2012,06/20/2013,View,View,
CAR975,NA,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #10,"Diversified Pure Chem, LLC",N/A,"TUV SUD America, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,El Dorado,ARKANSAS,US,,,,31701,10/26/2012,01/30/2013,View,View,www.divpc.com
CAR981,NA,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #11,"Diversified Pure Chem, LLC",N/A,"TUV SUD America, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,El Dorado,ARKANSAS,US,,,,80612,11/21/2012,01/19/2013,View,View,www.divpc.com
CAR1003,NA,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #13,"Diversified Pure Chem, LLC",none,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,El Dorado,ARKANSAS,US,,,,53490,05/31/2013,08/14/2013,View,View,www.divpc.com
CAR1012,CAOD5022,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #14,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,El Dorado,ARKANSAS,US,,,,23276,09/11/2013,01/21/2014,View,View,www.divpc.com
CAR1016,CAOD5024,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #15,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,El Dorado,ARKANSAS,US,,,,46275,10/15/2013,01/30/2014,View,View,www.divpc.com
CAR1025,CAOD5026,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #16,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,El Dorado,ARKANSAS,US,,,,24874,11/06/2013,03/28/2014,View,View,www.divpc.com
CAR1047,CAOD5036,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #17,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,El Dorado,ARKANSAS,US,,,,30587,01/16/2014,12/15/2014,View,View,www.divpc.com
CAR1059,CAOD5050,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #19,"Diversified Pure Chem, LL",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,El Dorado,ARKANSAS,US,,,,99696,03/04/2014,01/06/2015,View,View,www.divpc.com
CAR1071,CAOD5066,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #20,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,"El Dorado, Arkansas",ARKANSAS,US,,,,17848,06/03/2014,02/10/2015,View,View,www.divpc.com
CAR1087,CAOD5078,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #21,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,"Bowling Green, Ohio",OHIO,US,,,,128161,07/22/2014,07/15/2015,View,View,www.divpc.com
CAR1172,CAOD5190,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #22,"Diversified Pure Chem, LLC",None,"SES, Inc.",Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,Bowling Green,OHIO,US,,,,130995,05/20/2015,10/15/2015,View,View,www.divpc.com
CAR1234,CAOD5334,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #23,"Diversified Pure Chem, LLC",None,"SES, Inc.",Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,Heritage Thermal Services,OHIO,US,,,,22548,05/19/2016,09/26/2016,View,View,www.divpc.com
CAR1241,CAOD5341,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #24,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active ARB Project,No,Bowling Green,OHIO,US,,,,,09/15/2016,,View,View,www.divpc.com
CAR1235,CAOD5335,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #25,"Diversfied Pure Chem, LLC",None,"TUV SUD America, Inc.",Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,Bowling Green,OHIO,US,,,,101950,04/28/2016,08/30/2016,View,View,www.divpc.com
CAR1244,CAOD5288,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #26,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,Bowling Green,OHIO,US,,,,110990,09/27/2016,10/24/2017,View,View,www.divpc.com
CAR1243,CAOD5287,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #27,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,Heritage Thermal Services,OHIO,US,,,,54382,09/22/2016,03/02/2017,View,View,www.divpc.com
CAR1251,CAOD5321,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #28,Diversified Pure Chem LLC.,none,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,Heritage Thermal Services,OHIO,US,,,,55471,01/20/2017,06/06/2017,View,View,www.divpc.com
CAR1272,CAOD5372,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #30,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active ARB Project,No,Heritage Thermal Services,OHIO,US,,,,51298,08/01/2017,12/20/2017,View,View,www.divpc.com
CAR960,NA,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #8,"Diversified Pure Chem, LLC",,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,El Dorado,ARKANSAS,US,,,,46511,06/07/2012,08/08/2012,View,View,http://divpc.com/
CAR972,NA,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #9,"Diversified Pure Chem, LLC",N/A,"TUV SUD America, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,El Dorado,ARKANSAS,US,,,,34107,08/21/2012,11/21/2012,View,View,http://divpc.com/
CAR1091,CAFR5086,,Sierra Pacific Industries,Sierra Pacific Industries,Dry Burney,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Listed,Proposed Project,No,Shasta County,CALIFORNIA,US,,,,,08/06/2014,,View,View,
CAR785,NA,,Dubuque Metropolitan Area Solid Waste Agency,Dubuque Metropolitan Area Solid Waste Agency,Dubuque Metropolitan Sanitary Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,"City of Dubuque, Iowa",IOWA,US,,,,244748,12/30/2010,04/17/2012,View,View,
CAR893,NA,,Duke University,Duke University,Duke Carbon Offsets Initiative - Loyd Ray Farms,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Yadkin County, North Carolina",NORTH CAROLINA,US,,,,5586,09/23/2011,01/10/2013,View,View,https://sustainability.duke.edu/offsets
CAR476,NA,,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Eagle Point Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,,,1420671,07/23/2009,04/07/2010,View,View,
CAR451,NA,,East Central Solid Waste Commission,East Central Solid Waste Commission,East Central Sanitary Landfill Voluntary GCCS,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Mora,MINNESOTA,US,,,,166428,06/12/2009,08/23/2014,View,View,www.ecswc.cog.mn.us
CAR1029,CAOD5033,,Environmental Credit Corp.,21st Century Fox,ECC ODS Destruction 11-2013,Environmental Credit Corp.,None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,"El Dorado, AR",ARKANSAS,US,,,,113438,12/11/2013,12/05/2014,View,View,www.envcc.com
CAR1068,CAOD5059,,Environmental Credit Corp.,Environmental Credit Corp.,ECC ODS Destruction 2-2014,Environmental Credit Corp.,None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,No,El Dorado,ARKANSAS,US,,,,126314,04/25/2014,02/23/2015,View,View,www.envcc.com
CAR786,NA,,Environmental Credit Corp.,Environmental Credit Corp.,ECC-ODS-CA-002,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,"El Dorado, Arkansas",ARKANSAS,US,,,Reporting period ended 12/2011. Project completed.,187951,12/20/2010,04/07/2011,View,View,
CAR784,NA,,Environmental Credit Corp.,Environmental Credit Corp.,ECC-ODS-PA-001,Environmental Credit Corp.,N/A,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,El Dorado,ARKANSAS,US,,,Reporting period ended 11/2011. Project completed.,310672,11/04/2010,04/07/2011,View,View,
CAR947,NA,,Environmental Credit Corp.,Environmental Credit Corp.,ECC-PA-ODS-003,Environmental Credit Corp.,N/A,"TUV SUD America, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,El Dorado,ARKANSAS,US,,,,352581,12/14/2011,02/17/2012,View,View,www.envcc.com
CAR980,NA,,"Camco International Group, Inc.","Camco International Group, Inc.","Edaleen Cow Power, LLC","Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Lynden, WA",WASHINGTON,US,,,,17053,12/03/2012,01/14/2014,View,View,
CAR925,NA,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Edgecombe County Landfill Gas Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Edgecombe County,NORTH CAROLINA,US,,,,,,,View,View,www.bluesource.com
CAR1576,NA,CARC1575,Bioforestal Innovación Sustentable S.C.,EJIDO 18 DE MARZO,Ejido 18 de Marzo,,,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,No,"Bacalar, Quintana Roo",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,27872,04/22/2022,08/24/2023,View,View,
CAR1542,NA,CARC1541,Bioforestal Innovación Sustentable S.C.,Ejido Atopixco,Ejido Atopixco,,,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,Yes,"Zacualtipán de Ángeles, Hidalgo, México",HIDALGO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,5625,01/27/2022,07/14/2022,View,View,
CAR1659,NA,CARC1656,BRET Consultores,Ejido Basaseachi,Ejido Basaseachi,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,"Ejido Basaseachi, Ocampo",CHIHUAHUA,MX,,,,64701,11/16/2022,12/01/2023,View,View,
CAR1615,NA,,ALVARO RENE RIVERA JARAMILLO,EJIDO BORBOLLONES,Ejido Borbollones,,,,Forestry - MX,Listed,Not ARB Eligible,No,"Municpio de Pueblo Nuevo, Durango, México",DURANGO,MX,,,,,01/24/2024,,View,View,www.agesamex.com
CAR1577,NA,CARC1575,Bioforestal Innovación Sustentable S.C.,EJIDO CHUNHUHUB,Ejido Chunhuhub,,,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,No,"Felipe Carrillo Puerto, Quintana Roo",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,67404,04/22/2022,08/24/2023,View,View,
CAR1435,NA,CARC1431,SENDAS AC,Ejido Coatitila,Ejido Coatitila,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,Yes,Xico,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,3569,07/22/2020,03/31/2021,View,View,
CAR1658,NA,CARC1656,BRET Consultores,Ejido Conoachi y sus Anexos,Ejido Conoachi y Anexos,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,"Ejido Conoachi y Anexos, Temosachic",CHIHUAHUA,MX,,,CAR1658 is under CARC1665. CARC1656 is a temporary aggregate. See project documents for details.,90467,11/16/2022,12/01/2023,View,View,
CAR1792,NA,CARC1788,Bioforestal Innovación Sustentable S.C.,EJIDO CRUZ COLORADA,EJIDO CRUZ COLORADA,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,Ejido Cruz Colorada,PUEBLA,MX,,,,,03/11/2024,,View,View,
CAR1437,NA,CARC1431,SENDAS AC,Ejido El Agua de Los Pescados y sus Anexos,Ejido El Agua de Los Pescados y sus Anexos,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,Yes,Perote,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,1051,07/22/2020,04/01/2021,View,View,
CAR1565,NA,,ALVARO RENE RIVERA JARAMILLO,Ejido Chavarría Nuevo,Ejido Forestal Chavarria Nuevo,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,"Municipio de Puebblo Nuevo, Durango",DURANGO,MX,,,,110566,04/01/2022,10/13/2022,View,View,www.agesamex.com
CAR1392,NA,,ALVARO RENE RIVERA JARAMILLO,LOS BANCOS,Ejido forestal Los Bancos,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,"localidad de los bancos, municipio de Pueblo Nuevo, Durango, México",DURANGO,MX,,,,205093,01/10/2020,09/01/2020,View,View,www.agesamex.com
CAR1608,NA,CARC1605,Bioforestal Innovación Sustentable S.C.,EJIDO GAVILANES,Ejido Gavilanes,,,,Forestry - MX,Registered,Not ARB Eligible,No,"José María Morelos, Quintana Roo, México",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,79065,08/15/2022,05/30/2023,View,View,
CAR1661,NA,CARC1656,BRET Consultores,Ejido Heredia y Anexos,Ejido Heredia y Anexos,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,"Ejido Heredia, Guerrero",CHIHUAHUA,MX,,,CAR1661 is under CARC1665. CARC1656 is a temporary aggregate. See project documents for details.,69446,11/16/2022,12/01/2023,View,View,
CAR1799,NA,CARC1788,Bioforestal Innovación Sustentable S.C.,EJIDO JONUCO PEDERNALES,EJIDO JONUCO PEDERNALES,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,Ejido Jonuco Pedernales,PUEBLA,MX,,,,,03/11/2024,,View,View,
CAR1566,NA,,Toroto SAPI de CV,Ejido Kilómetro 120,Ejido KM 120,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,No,Calakmul,CAMPECHE,MX,,,,40194,06/01/2022,09/13/2022,View,View,www.toroto.mx/en/projects
CAR1433,NA,CARC1431,SENDAS AC,Ejido La Libertad,Ejido La Libertad,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,Yes,Perote,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,5326,07/22/2020,04/01/2021,View,View,
CAR1545,NA,CARC1541,Bioforestal Innovación Sustentable S.C.,Ejido La Selva,Ejido La Selva,,,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,Yes,"Huayacocotla, Veracruz, México",VERACRUZ,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,30696,01/27/2022,07/11/2022,View,View,
CAR1594,NA,CARC1583,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",EJIDO LAS MILPAS Y ANEXOS,EJIDO LAS MILPAS Y ANEXOS,,,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,No,TAMAZULA,DURANGO,MX,,1. No Poverty;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,18401,09/28/2022,02/07/2024,View,View,
CAR1499,NA,CARC1431,SENDAS AC,EJIDO LAS VIGAS,Ejido Las Vigas,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,Yes,"Domicilio conocido, Las Vigas",VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action,,8965,07/01/2021,05/18/2022,View,View,
CAR1789,NA,CARC1788,Bioforestal Innovación Sustentable S.C.,EJIDO LLANO GRANDE,EJIDO LLANO GRANDE,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,Chignahuapan,PUEBLA,MX,,,,,03/11/2024,,View,View,
CAR1543,NA,CARC1541,Bioforestal Innovación Sustentable S.C.,Ejido Malila,Ejido Malila,,,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,Yes,"Molango de Escamilla, Hidalgo, México",HIDALGO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,1048,01/27/2022,07/11/2022,View,View,
CAR1619,NA,CARC1431,SENDAS AC,Ejido Nueva Vaqueria,Ejido Nueva Vaqueria,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,"Nueva Vaqueria, Calcahualco",VERACRUZ,MX,,,,,09/14/2023,,View,View,
CAR1798,NA,CARC1788,Bioforestal Innovación Sustentable S.C.,EJIDO OCOJALA,EJIDO OCOJALA,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,Ejido Ocojala,PUEBLA,MX,,,,,03/11/2024,,View,View,
CAR1617,NA,CARC1431,SENDAS AC,Ejido Orilla del Monte,Ejido Orilla del Monte,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,Orilla del Monte,VERACRUZ,MX,,,,,09/14/2023,,View,View,
CAR1596,NA,CARC1583,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",EJIDO OSOS BRAVOS Y ANEXOS,EJIDO OSOS BRAVOS Y ANEXOS,,,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,No,TAMAZULA,DURANGO,MX,,1. No Poverty;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,2883,09/28/2022,02/07/2024,View,View,
CAR1906,NA,CARC1788,Bioforestal Innovación Sustentable S.C.,Ejido Peñuelas Pueblo Nuevo,Ejido Peñuelas Pueblo Nuevo,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,Chignahuapan,PUEBLA,MX,,,,,03/11/2024,,View,View,
CAR1607,NA,CARC1605,Bioforestal Innovación Sustentable S.C.,EJIDO PIEDRAS NEGRAS,Ejido Piedras Negras,,,,Forestry - MX,Registered,Not ARB Eligible,No,"José María Morelos, Quintana Roo, México",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,71053,08/15/2022,05/30/2023,View,View,
